comment_id,proposal_id,user_id,content,created_at
236,1,346,Os bolsonaristas perderam mais uma. Tempos difíceis para os patriotários.,2025-05-10 22:16:30.261765
237,1,43,PT e Lula roubaram o projeto de Kim Kataguiri kkkkkk,2025-05-19 05:05:01.934927
238,1,84,Agora falta a máfia dos cartórios.,2026-05-27 17:22:15.993706
239,1,591,"Verdade o preço ai cair, mas outra coisa, o processo a prova prática, vai ficar mais fácil ? porque o que adianta,, diminuir aulas mas as provas serem a mesma, ,com criterios sem padrão",2026-02-11 17:30:56.460784
240,1,586,Será que cachaceiro semi-analfabeto vai conseguir tirar?,2025-11-30 22:55:06.006026
241,1,32,"não se engane pobres, ele fez isso não pensando em você, em um bem comum. mas em arrecadar mais e fortalecer a rede médica de toxicológico e detran",2025-10-22 22:33:16.058431
242,1,559,Lula,2026-01-30 17:56:04.680271
243,1,495,"Ai sim, parabéns ao governo federal pela medida. Apesar de já ter sido assaltado tirando a CNH, ano que vem vou renovar gratuitamente.",2026-02-21 04:53:00.741047
244,1,416,Meu presidente,2026-01-27 00:42:00.770557
245,1,62,PARABÉNS PRESIDENTE LULA ! É uma absurdo que uma pessoa precise estudar para dirigir um carro em rodovias. Qualquer um é capaz de aprender sozinho ! Esperamos que isso aconteça com TODAS AS PROFISSÕES e que ninguém precise mais estudar para se formar profissional de nada . É preciso acabar com a máfia das escolas e faculdades urgentemente !,2026-04-03 18:42:25.852007
246,1,496,"Ele fica triste pq, dificultaram a vida deles",2025-11-08 00:46:22.635173
247,1,148,O TRÂNSITO BRASILEIRO VAI FICAR IGUAL O DA ÍNDIA.,2026-01-19 18:33:05.719166
248,1,327,Fui tirar minha a mulher de aula 30minuto,2025-07-01 19:38:22.627561
249,1,409,"Sou condutor há 16 anos,pois sou favor dos fins da auto escola além de puxar dinheiro não te ensina direito,fora que tem pessoas que não tem tempo de pegar as aulas,isso sim",2026-04-16 20:42:44.358314
250,1,528,Sem pedal para instrutor vamos ter atropelamentos de montão.,2025-09-22 11:15:27.445524
251,1,248,"por qual motivo, exatamente?",2025-11-07 01:25:52.929483
252,1,461,Já é. Aqui na minha cidade tem até as vacas andando na rua...,2026-02-19 17:55:28.295351
253,1,52,sempre existiu gente aprendendo assim... diz aí em qual estado viu um número significativo de acidente por esse motivo,2026-01-30 11:43:22.047118
254,1,429,Ser já dirigem cem Carteira agora que ninguém vai tira mesmo,2026-02-19 13:53:05.484256
255,1,336,Pegaaaaa!,2025-03-28 05:35:32.462782
256,1,321,"Já tem tanto incompetente dirigindo, agora é que vai piorar mais. Deveria é aumentar as exigências e o valor e fiscalizações para coibir os infratores.",2026-03-19 13:40:01.820411
257,1,511,Vou querer meu reembolso então pq fui roubado no passado quero de volta,2025-02-26 10:20:08.340170
258,1,511,Eu renovei pra 10 anos 6 anos de habilitação e nenhuma infração até o momento,2025-04-23 10:08:46.216499
259,1,24,Kk o golpe está aí já está eleito o nove dedo,2026-05-06 08:47:44.172156
260,1,518,Sera que vale para moto?,2025-11-11 11:40:35.534593
261,1,221,o2 horas para aprender a dirigir - que mentira!!!!!!!!!!!!!,2025-09-12 01:52:33.919006
262,1,52,Projeto de KIM KATAGUIRI .,2026-02-03 17:31:39.122609
263,1,482,Época de eleição na porta ano que vem corta tudo !!,2026-02-01 15:02:11.785035
264,1,111,Pow... Esse governo tá acertando demais. Que isso.,2025-11-24 02:03:15.708890
265,1,375,"Renan Filho é o cara. Não conhecia, mas agora dou valor. Essa mudança é extremamente bem-vinda",2025-06-17 14:42:09.501098
266,1,47,Te amo Lula,2025-12-08 14:54:49.265332
267,1,576,Graças a Deus acabou a máfia das auto escola,2026-03-17 06:14:33.538196
268,1,296,Lula até 2050,2026-05-14 06:40:44.417843
269,1,462,"Tá bom de mais... Sei não viu, espero que continue assim",2025-06-17 08:24:37.070372
270,1,122,Até parece q. Não já matam,2026-04-17 20:53:08.378292
271,1,404,"Acidente já e o q. Mais tem ,",2025-12-21 17:42:42.932196
272,1,572,"O já tem gente bêbada matando pedestre por aí, gente drogado passando com tudo na faixa ,sem pensar no pedestre, motoqueiro loco nas ruas se a gente andando não prestar atençao morremos por esses malucos na hora da carteira viram santo depois não tem educaçao nas vias q. Adianta carteira pra esses demônios não tá nem aí,pra nada,",2025-03-25 17:50:50.187412
273,1,148,"Depois,Espere algum golpe!!!!! Porque não existe coisa boa desses Quadrilheiros!!!!!!!Eles não faz nada pensando no cidadãos!!!!!!!!!",2026-03-15 03:37:50.137223
274,1,412,"e o que ser ""incopetente"" tem a ver com ter passado ou não por uma auto escola?",2025-10-21 23:06:15.913987
275,1,40,"sim, para A e B",2026-04-13 20:37:47.458084
276,1,486,projeto de katia abreu,2025-10-12 17:45:04.183239
277,1,528,"não tem como ""cortar"" uma resolução do nada",2026-04-12 13:04:40.035220
278,1,327,Bizarro vc ser cego assim,2026-04-01 15:52:35.330155
279,1,307,"@LUKINGBR sem lados ideológicos. Vamos aos fatos. Isenção de IR para quem ganha até 5.000, baratear a CNH em até 80%, desemprego no mínimo histórico. Obviamente que não está perfeito. Mas vejo muito mais acertos do que erros no governo, apesar do pior congresso da história. Infelizmente estamos numa sociedade polarizada. Mas quem tiver honestidade intelectual vai conseguir enxergar os avanços.",2025-09-07 02:32:28.891918
280,1,522,"Só falta os créditos irem pro lula kkkk, o pt governando o país a anos e não fez nada, agora que o Kim fez o projeto o ladrão do lula fica com os créditos.",2025-10-06 12:13:16.736689
281,1,577,é um bandido igual ao pai.,2026-01-25 21:36:27.604003
282,1,378,"pois é, porque auto escola é irrelevante pra essa questão",2026-01-10 20:04:10.675980
283,1,427,Boa noite a todos tem que acabar com o exame da ordem OAB que é uma instituição que não existe que arrecada milhões por ano destruído sonhos um aluno de direito fica 5 anos na faculdade pagando mensalidade cara com um empréstimo no FIES e depois da formatura recebe o diploma reconhecido pelo MEC e não passa no maldito exame de ordem e depois fica desempregado com uma dívida no FIES e com problemas mentais muitos se suicidou-se por causa da OAB e fica com o diploma na gaveta sem poder trabalhar agora tem ANAB que existe de verdade e vai libertar os formandos em direito em advogados sem fazer o Exame da ordem dando a oportunidade para todos,2025-09-11 21:45:36.638303
284,1,28,"Sim é uma boa , mas se deve ter mais rigor com o motorista que usar o veículo como arma , e dirigir alcoolizado.",2025-09-05 13:55:37.398008
285,1,593,Bolsa CNH,2025-09-14 19:30:53.946523
286,1,53,Até que fim notícia boa,2025-09-11 23:48:59.065417
287,1,537,Judiaria as pessoas que pagaram uma fortuna não poder aproveitar as etapas já feitas e pagas.,2025-08-21 04:43:32.980054
288,1,390,Fazuelii,2026-04-08 17:10:13.646566
289,1,249,"Roubaram o projeto do deputado kim kataguiri e fizeram por meio de resolução, o importante é funcionar. Nosa eua vc tira cnh em 2 semanas kkkkk",2026-06-03 09:03:55.363029
290,1,113,"Aí é loucura , o que vai ter de acidente não é brincadeira",2026-03-19 02:44:36.122286
291,1,322,Vitória para povo,2025-11-29 21:42:06.092089
292,1,209,kkkkk,2025-12-03 22:18:04.688734
293,1,483,"Projeto de lei do KIM KATAGUIRI. O LULA TENTOU BARRAR, MAS DEPOIS QUE APROVARAM AI ELE DECIDIU APOIAR",2025-04-26 10:05:15.426038
294,1,64,Excelentes mudanças. Até que enfim algo útil desse governo.,2025-07-15 10:24:28.552260
295,1,213,E como saber se a pessoa é credenciado pelo Detran ?,2025-09-22 20:02:44.371112
296,1,490,"Se depender do Prefeito de Caruaru-PE senhor Rodrigo Pinheiro será impossivel passar 1 ano sem levar multa aqui, a máquina gira rápido, esse ano vai bater outro recorde de arrecadação em multas, ta surreal!",2025-10-09 19:06:52.803019
297,1,178,"Um pergunta: O processo pode ser feito em carro automático, mas como os estados vão receber isso? Hoje, usamos o manual, que as autoescolas nos oferecem e temos que fazer um monte de controle de embreagem ( pelo menos em Minas é assim), na prática, no dia do exame, vou poder usar o carro automático? Se for assim, vai ser maravilhoso.",2025-11-10 07:42:28.929250
298,1,351,"QUE INRRESPONSABILIDADE DO LULA QUE DESTRUIU O BRASIL AGORA VAI MANDAR PARA AS RUAS DE TODO O BRASIL MILHOES DE MOTORISTAS SEM NENHUM PREPARO ESTARAO NAS BR,S NAS ESTRADAS MORRENDO OU MATANDO MILHARES DE FAMILIAS EM ACIDENTES . QUANDO 20 AULAS JA ERAM POUCAS PARA CAPACITAR UM JOVEN DO PERIGO QUE E UMA DIREÇAO . E COMO DAR UMA ARMA A QUEM NUMCA ATIROU E MANDAR IR PARA GUERRA VAI MATAR SUA TROPA E A SI MESMO . BEM O POVO VOTOU NO LULA SE UM DIA CHORAREM POR ALGUM ENTE QUERIDO MORTO NO TRANSITO LEMBRA QUE VOTOU NO LULA.",2025-09-29 20:02:35.057621
299,1,271,Jogando milho,2025-08-30 06:33:34.687493
300,1,253,Viva!,2026-02-04 20:32:32.900941
301,1,231,"só vou tirar cnh, quando a prova teórica deixar de ser obrigatória",2025-03-24 12:40:55.773910
302,1,296,"E quem entrou em 2025 pelo processo antigo, ainda tem risco do processo vencer?",2025-07-15 20:27:31.788456
303,1,501,Acabou a Mamata Dessa Marfia Ladrona,2026-01-17 15:17:58.542965
304,1,574,"Na verdade foi mais um golpe de mestre do governo atual para que um monte de gente ache que estão sendo ajudados por essa lei, mas na verdade tiraram as obrigatoriedade das aulas, mas o resto continua o mesmo, taxas que falaram que não seriam cobradas estão sendo cobradas, o aumento de 3 para 10 pontos tbm é uma enganação pois aumentaram tbm a pontuação por cada erro cometido e as taxas que se paga para o governo não foi retirada nenhuma.",2025-03-28 06:10:49.769886
305,1,281,Pou e quem já tava no processo como faz Agora?.,2026-01-31 15:34:24.021392
306,1,557,Tô na faze psicotécnico já esta marcando pra quarta feira quero passar em nome de Jesus,2025-12-18 15:02:08.321770
307,1,354,CNH D como vai ser vai ter não falam nadaaaaa mds,2025-03-18 05:48:59.423226
308,1,150,"Pessoal não é pergunta besta, mas eu sei pilotar carro e moto, mas meu irmão só sabe o básico da moto, mais ou menos, ele consegue tirar também se precisar pagar aquele absurdo a auto escola, ou ele vai ter que fazer auto escola de qualquer forma ?",2026-01-30 08:57:22.725681
309,1,81,"Psicotécnico, exames físicos tiveram alguma alteração?",2026-01-03 14:12:18.151044
310,1,263,Queria saber si tá valendo pra fazer inclusão tbm como faço,2025-06-25 12:35:47.786071
311,1,207,Bom dia eu tô tirando a minha desde o ano passado vale para mim também esse novo prazo o meu era até 12 meses tá valendo para mim também,2025-05-17 21:52:01.979298
312,1,576,Eu sou nocivo está lei aí não o correto é estudar,2025-07-20 00:48:53.019951
313,1,112,"SAFADEZA, FERRARAM A AUTO ESCOLA E AGORA TODOS TEM DE FAZER O TOXICOLOGICO ISSO NINGUEM FALA, TIRA DE UM E POE NO BOLSO DO GOVERNO",2025-08-27 14:10:36.524536
314,1,246,Quem está no processo da CNH pega essa nova lei?,2026-02-22 08:42:08.605567
315,1,544,Essa notícia era só projeto. As regras da CNH não mudaram e o valor continua o mesmo.,2026-03-02 09:40:43.515646
316,1,54,Por décadas auto escola cobra preço abusivo ficará mas barato?,2026-05-01 12:07:27.346134
317,1,484,"Eu concordo que precisamos simplificar as coisas, baratear um serviço tão inacessível para grande parte da população. Mas na minha opinião, só acho que as aulas práticas de carro deveriam ser obrigatório o uso de carro como o das auto escola, onde o instrutor possa ter autonomia para realizar certos movimentos quando sentir que o aluno possa colocar a vida deles ou a de alguém em perigo. Lembrando que, quando não estamos dirigindo, somos todos pedestres",2026-05-01 08:08:08.788847
318,1,141,"já está valendo, entrei em contato com uma autoescola e disseram que só vai valer daqui 6 meses, mas parece que já estava em vigor, alguem pode dizer?",2026-06-16 00:26:02.731573
319,1,162,"Eu ja dei início pela auto escola antes dessa mudança, ja fiz as provas teóricas e a prova prática, sendo que reprovei apenas na prova de moto. Depois disso não paguei para refazer novamente a prova prática. Será que é possível eu seguir essas novas regras? De nao pagar o reteste?",2025-12-05 14:11:30.973261
320,1,489,E pra quem já esta tirando vale?,2025-08-10 21:24:25.913568
321,1,295,melhor do que antes,2026-01-15 15:51:21.947177
322,1,61,"@andreluisguimaraesdias457 antes era pago 3000,00 a 4000,00 pra 65 aulas no total pratica e teorica, hoje vc paga 1000,00 por 2 aulas praticas a reprovação mesmo sem a baliza está m3sma coisa, não foi liberado ainda pra fazer com o proprio carro pois os detrans não querem colocar a vida dos examinadores em risco Auto escola estão ganhando muito dinheiro",2025-04-09 14:21:24.200551
323,1,588,To no processo queria saber tbm to na parte da prova prática 400 reais pra fazer ..,2026-02-27 06:23:47.723119
324,1,39,Cara tbm to tirando desde ano passado e queria saber vc tem novidades ?,2025-04-07 01:30:39.865318
325,1,428,@matheuscastro8935 eu fiquei sabendo que 20. Agora,2025-04-21 21:42:42.438589
326,1,38,mesmo assim melhorou,2025-02-25 20:30:46.626100
327,1,508,Tem que esperar a legislação do Detran e o auto escola,2026-03-21 06:09:41.325909
328,1,297,"Melhor coisa que esse governo bosta, ladrão fez pra população atras de voto!",2025-04-24 12:57:37.949816
329,1,306,"Pior erro que governo vai cometer, Vai virar uma bagunça.",2025-09-19 10:42:37.288199
330,1,344,Valeu ladrão! Mesmo assim não irei votar em ti.,2026-02-02 04:40:45.280502
331,1,557,E precisa de alguns intermediário para fazer as provas? (atualmente é as auto escola que marca),2025-10-10 08:26:02.844711
332,1,517,"Eu não tirei a minha pq uma baranga fdp me reprovou depois que eu não passei na primeira, fiz tudo certinho, se fosse hoje eu teria passado... Isso em 2011. Por não ter conseguido grana pra tentar a terceira acabou vencendo minha pauta, perdi tudo após 1 ano",2025-11-06 07:37:59.662213
333,1,116,Parabéns ficou mais complicado,2026-01-11 02:27:20.242158
334,1,470,"As auto-escolas cobram cada vez mais, cada vez mais aulas, ganham rios de dinheiro com quebra e reincidência de prova, etc. Agora vem com mimimi??? Só estão colhendo o que plantaram.",2025-08-11 23:18:42.286315
335,1,191,"O único objetivo do governo federal é favorecer a indústria automobilística,e como consequência eles estão acabando com empregos e auto escolas que ensinam e capacitam de verdade os novos condutores, como sempre um governo vendido que se presta a favorecer essa indústria que apenas quer sugar todos os recursos possíveis que não os pertencem e sim ao povo.",2026-06-11 18:05:17.113812
336,1,303,Muito bom para nós.,2025-09-19 12:47:13.441376
337,1,198,É para quem já deu início a habilitação e está na fase do cfc oque devemos fazer ?,2026-03-26 10:30:37.693847
338,1,416,"Esse ministro Renan coveiro,quebrou as auto escolas de todo o país querendo ganhar votos disseminando uma coisa sem nexo sem estudo sem consulta especialista de trânsito desesperado para ganhar votos,fez essa cagada e se for realmente aprovada vai aumentar o número de acidentes e o governo vai arrecadar muito mais taxas de reprovação no exame,aliás aqui em São Paulo já existe essa máfia do governo que os examinadores tem cotas para aprovar nós exames de rua sendo assim o governo do estado só enche os cofres e ainda passa uma imagem que são as auto escolas que mandam reprovar para ganhar mais,na verdade é ordens que vem de dentro do Detran os examinadores tem cotas para aprovar",2025-05-18 08:55:29.887045
339,1,336,"Foi ótimo acabar com a máfia das autoescolas, porém, não vou confiar fazer aula online e nem contratar um professor particular. Por não saber dirigir, me sinto inseguro, preciso de algo mais disciplinado e confiável. Infelizmente ainda me sinto refém dessas empresas malditas (autoescolas). Não adianta acabar com as autoescolas sem fornecer qualidade preparatória. Ou melhor: prefiro não aprender nada...quando aumentar minha renda, tiro a CNH. Tenho 27 anos não sei dirigir. Um conhecido meu tem 34 anos e começou em agosto, e agora já está terminando e quase tirando CNH A e B.",2026-05-07 22:51:45.352164
340,1,98,Eu sou a favor da mudança porém pode ir aonde você quiser que não mudo nada. E corre o risco do governo ficar ganhando tempo para o ano eleitoral. Tem que mudar e mudar logo para que o povo possa desfrutar e não ficar fazendo somente propaganda eleitoral da mudança,2026-03-21 23:45:19.125935
341,1,489,Eu que paguei meu cartão pra agora no começo do mes fazer auto escola uHAUHEUHEUHE que sorte.,2026-01-14 11:52:30.722527
342,1,7,Tem a opção de comprar a CNH? Se tiver aí eu compro pois se um lado não e obrigatório agora que eles vão fazer de tudo pra reprovar nós estudos mesmo,2026-02-13 14:00:44.837480
343,1,458,"Os alunos ficavam tão nervosos com medo de reprovarem e terem que pagar tudo de novo que acabavam reprovando, gastei uns 5 mil reais ou mais com essa máfia, agora é tentar tirar de novo com o novo modelo honesto",2025-06-22 10:48:48.712033
344,1,310,Meu Deus se já tá morrendo muitos no trânsito imagine com esse negócio aí será que não vai almentar o número de acidente ?,2025-09-12 12:01:52.320446
345,1,12,as aulas de moto pode ser em qualquer lugar agora?,2026-02-13 05:11:05.921614
346,1,242,Será.... difícil de entender... é uma Hora a cada cai,2026-05-19 17:49:07.253836
347,1,477,"Eu fiz a prova e não passei, tenho que pagar os R$ 350 ainda?",2026-01-22 12:57:15.452375
348,1,515,nem pra isso mito ladrao de joias prestou,2025-04-02 07:58:23.749190
349,1,319,Tbm é minha dúvida,2025-07-22 20:25:18.556296
350,1,303,Também estou nessa,2025-12-24 10:42:55.043775
351,1,225,Aconteceu comigo também!!!! Gastei muito e não consegui tirar.,2025-03-16 22:10:59.765924
352,1,157,"Eu perdi minha pauta ,agora comecei tudo dinovo ,já estou gastando entre um auto escola e outro quase oito mil ,tou muito triste pois não tenho dinheiro pra todo esse gasto consegui a de moto ,a reprova tá custando 400 reais aqui em Igarapava sp",2025-11-12 13:33:54.640182
353,1,383,Máfia sempre vai existir se todo jeito Eles fazem uma lei eles mesmo detorse,2025-12-01 07:26:19.698010
354,1,483,"Akkk claro que não, eu mesmo não tenho carteira mais dirijo moto e carro e nunca sofri acidente! Tenho muitos amigos que não tem carteira por conta das condições, e trabalham como entregador, vai dar na mesma, só que agora todos vão ter carteira .",2025-06-20 17:29:54.182736
355,1,224,@maicondouglas7245 pio que você falou a verdade meu tio dirigia sem habilitação é nunca bateu o carro mais tem que fica de olho até quem têm a habilitação bate o carro,2025-06-18 13:39:42.511724
356,1,84,Boa pergunta,2025-10-09 18:46:31.728335
357,1,371,"Ja ouviu falar, quando você explora muito por muitos anos, uma hora vem alguém e tira de você essa maldade que você fez, uma auto escola obrigatória não faz sentido nenhum, 5 mil pra tirar carteira não compensa, agora vai valer a pena demais.",2026-05-12 02:07:51.982295
358,1,115,Parabéns ao Kim Kataguiri por ter articulado tudo isso. Há pouco tempo disse que iria dar certo e realmente deu. Eu duvidei muito disso aí.,2026-05-19 22:01:46.147038
359,1,518,"Conhecendo o país que vivo , não duvido nada que daqui uns anos quem tirou a CNH seguindo essa nova regra seja prejudicado",2026-03-13 16:00:20.408398
360,1,154,"Quem defende essas auto-escolas, ou se beneficia das falcatrua delas, ou é playboy que tem papai pra pagar auto-escola.",2026-03-31 16:28:51.052529
361,1,453,"Eu dei entrada na minha primeira CNH,mais e agora como fica ?",2026-04-23 19:42:16.937874
362,1,598,Só tem um probleminha né vcs e quem vai ter que correr atrás da parte borocratica que as auto escola fazia e tem pagar estrutor particular e outra se vc não tiver noção vai ser reprovado varias vezes e quando ver vai ficar mais caro do que tivesse feito pelo auto escola,2025-10-27 08:26:01.295911
363,1,457,Tá mas aonde eu vou pra fazer minha carteira agora na auto escola ou aonde,2025-05-27 03:16:32.922460
364,1,136,Acidente vai aumentar kkkk,2025-10-15 15:42:10.060394
365,1,578,Finalmente!,2026-05-21 20:15:28.679039
366,1,316,"Força auto escolas Ninguém está com vocês ja vão tarde, a porta da frente é a serventia da casa",2025-07-07 01:10:19.928394
367,1,261,"Nós usa é em paises de 1/2 mundo para tirar habilitação é justo é o processo é rapido, as auto escolas querem nos impor esse metodo arcaico é continuar nos roubando com os valores absurdos é abusivos para o cidadão tirar carteira é poder dirigir, eles sempre então dando desculpas esfarrapadas quem quer dirigir ter ou não carteira dirige é como porte de arma e dificil tirar mais pergunta se bandido quer ter cac para usar arma é a mesma coisa vc acha que bandido n tendo cnh vai impedir de usar um veiculo ?quem quer andar de moto/carro dirige independentemente de ter cnh ou não, é sobre a desculpa das auto escolas é instrutores dizendo que o transito vai piorar o transito já é um caos mesmo sendo caro é dificil tirar carteira de habilitação. Ponto",2025-05-23 10:03:13.372822
368,1,224,os donos de auto escola então doidos é querem se rebelar la no stf pra nós impor que essa mudança será ruim se eles então bravos o governo esta no caminho certo,2025-09-14 11:44:01.308773
369,1,434,Mas quanto que seria o valor?,2026-01-04 11:17:46.140006
370,1,555,Máfia essas auto escola..acabar com isso mesmo,2025-02-27 07:33:15.836966
371,1,484,"Cara, melhor coisa que já existiu nesse Brasil. Essas auto escolas são uma máfia, eu fiz ano passado e acabei reprovando duas vezes, era uma burocracia do caramba, demorei quase 4 meses pra fazer aula prática, foram quase 3 meses pra fazer a prova e reprovei duas vezes e depois acabou a validade, a demora foram mais por falta de dinheiro pra pagar a próxima etapa. Aí depois a auto escola ficou perguntando quanto eu iria renovar pra poder continuar o processo, fiquei com tanta raiva que eu disse ""NUNCA"", só pra não pagar pra eles. Agora com essa nova lei eu vou fazer, com certeza.",2026-06-03 07:10:33.321787
372,1,185,"Essa mídia podre só fala besteira as auto escolas deveriam ser unidas e pararem por um mês e mandar esse governo pingunco se virar já começar a baderna,o caos os acidentes e esse Kim kataguri ainda vem se aproveitando politicagem manda ele cuidar do país que está afundado e não se meter em que ele não sabe ainda chamar as escolas de máfias ,ele além de estar fazendo cagada sem estudo nenhum quer levar a situação ao caos ,manda ele ir dar aula para os filhos dele em um carro que não tenha comando de freio para ele entrar no primeiro poste ou atropelar as pessoas nas calçadas esse cara é um tremendo idiota só fala asneira e as auto escolas não vai deixar de existir outra coisa mafiosos são vocês que estão sentados aí em Brasília pensando o que vai fazer para gerar mais desemprego no Brasil,pagam essa mídia nojenta podre para soltar fake news e nada acontece políticos são todos podres vocês fazem as coisas sem fazer um estudo e se aproveitando das desgraças dos outros para se elegerem ,pois no Brasil são quase 1 milhão de famílias que trabalham em auto escola que ficaram desempregado por causa desse deputado Kim kataguri e esse ministro Renan coveiro,vamos trabalhar para ninguém de nossas famílias votarem nesses dois pilantras fazem as coisas sem um estudo simplesmente para ganharem votos e ficarem mentindo igual o nove dedos prometeu a picanha.",2025-06-15 03:53:49.806745
373,1,431,"Tudo mentira essa mídia podre fala só besteira,como vai dar aulas em um carro que não tem os pedais para o instrutor parar o carro ou aluno vai colocar os pedais furar seu carro e gastar 1500 reais",2025-12-21 03:11:50.122833
374,1,460,Tudo embaraçoso isso,2025-04-27 22:50:42.720245
375,1,385,Mas pra quem nn tem veículo é melhor fazer auto escola né??,2026-05-11 01:26:45.905038
376,1,553,"E quem já tem CNH, é quer acrescentar mais uma categoria????",2026-04-15 19:08:57.070914
377,1,122,imagine ele pra presidente rsrs um dos melhores políticos atualmente,2026-03-25 00:16:01.779487
378,1,403,o projeto original era da ex senadora Katia abreu e nao dele,2025-10-08 04:25:34.195447
379,1,229,Akkkkk passou isso pela minha cabeça também!,2025-05-14 14:53:26.708123
380,1,24,duvido muito,2025-03-06 19:16:16.002914
381,1,558,Não viaja filho.,2025-11-27 08:13:27.012665
382,1,236,Tbm queria saber isso kk,2026-02-19 22:36:05.779298
383,1,159,"Akkkkkkkk aconteceu exatamente a mesma coisa comigo! Reprovei 2 vezes não conseguir prosseguir por conta das condições, tenho um filho pra sustentar ganhava bem pouco na época, perguntei quanto era pra refazer, me informaram 600 do aluguel do carro e 156 da taxa de reprovação, (eu pensei sem condições) e realmente eles ficam mandando mensagens de quando vai continuar o processo!",2026-02-06 11:07:50.625362
384,1,116,"Mas as auto escolas são uma máfia sim, eu sou vítima disso.",2026-06-03 01:37:47.092061
385,1,430,Você é dono de autoescola?,2025-08-27 22:50:34.115735
386,1,247,chora mais,2026-03-11 18:53:08.430756
387,1,35,Pede a alguém que você conheça pra ensiná-la.,2025-11-16 15:42:48.608662
388,1,50,"@JohanPSC Não conheço ngm,e tbm QM conheço q sabe n tem tempo",2026-02-21 06:32:10.311336
389,1,412,"O problema da corrupção não são as Autoescolas, o problema maior são as máfias dos DETRANs. Sem contar que essa mudança não passa de um processo eleitoreiro, já que temos eleições para presidente em 2026. Após o pleito e confirmação da vitória do pinguço, tudo vai voltar o que era antes.",2025-11-20 05:41:00.668905
390,1,223,"Resta saber se com poucas aulas práticas as pessoas vão conseguir passar na prova prática. Mesmo quem sabe dirigir e já dirige sem CNH, existem alguns vícios que podem levar a reprovação. Se mesmo com 20 aulas já ocorre várias reprovações, imagina com poucas aulas...",2025-06-22 03:34:54.812068
391,1,58,Bom pras seguradoras que agora vai aumentar os acidentes.,2026-04-12 09:00:05.142525
392,1,240,"Coisa boa en, a minha Carteira de Habilitação está me esperando e eu vou continuar lutando até uma hora conseguir conquistar a minha Carteira de Habilitação.",2025-05-23 17:43:16.292096
393,1,590,E quem está com processo em andamento? Entra nessa nova regra? Ou só vale para os processos novos?,2026-01-16 17:52:59.183543
394,1,329,Não pode fazer a prova com o próprio veiculo do aluno isso está errado,2026-02-25 00:33:04.378345
395,1,534,Minha filha ainda nao terminou a dela. E ja terminar o prazo dia 8 vai perder?,2026-03-04 14:53:33.560997
396,1,282,Ótima notícia de abolir aulas práticas obrigatórias. Muitas pessoas não tem recurso para pagar altos preços de aulas.,2026-05-20 07:13:51.613754
397,1,180,"Parabéns pelo excelente trabalho, deputado Fonão, vulgo Kim Katagrilos. Que se ferrem os capitalistas das auto escolas.",2025-08-22 15:34:58.402541
398,1,570,Todo mundo habilitado vai abrir mais portas de trabalho,2025-10-24 02:20:36.337129
399,1,391,"Quem vai ensinar o aluno,faz o que pra parar o veículo,caso o aluno acelere bruscamente o carro?e no dia da prova?O examinador põe a vida em risco em um carro sem os pedais auxiliares?imagina um monte de gente nas ruas treinando em carros próprios?Isso vai ficar mesmo!!!Deviam fazer isso com porte de armas também,ja que tem um monte de gente armada nas ruas sem autorização, facilita pra todo mundo,que vai ficar melhor ainda!!!!",2025-06-07 02:23:25.312589
400,1,427,E carro automático? Com câmera de ré? Vai poder? Tendo em vista que o carro e do aluno,2025-12-04 22:39:09.011401
401,1,386,"Maravilha eu nunca tive vontade de ter habilitação, aprendi a dirigir na firma que trabalho porém não é minha função de dirigir,, mas vejo que isso melhorou bastante pois agora vou resolver isso pra tirar a habilitação",2026-03-22 10:07:38.137158
402,1,485,Lei em que se eu fizer 2 aula só tendo conhecimento já vou pro exame,2026-02-23 01:49:46.916863
403,1,308,Agora falta mudar os examinador os corrupto. Tirar movimento irregular em moto. 2 pé no chão.,2025-05-03 17:42:21.316912
404,1,475,muito boa noticia,2025-04-06 08:08:07.676924
405,1,423,"O que deveria ter mudanças tbm e a questão dos semáforos. Deveriam ser por figuras não por cores, assim os daltônicos não seriam prejudicados",2025-03-11 22:19:47.915285
406,1,543,Quem diria esse governo faria algo de bom pra sociedade.,2026-04-15 06:28:11.041769
407,1,262,Notícia maravilhosa,2026-03-13 02:26:27.300270
408,1,81,"Esqueceu de informar quem criou essa lei, foi o deputado federal Kim Kataguiri.",2025-04-02 18:05:19.329140
409,1,95,Vc tem a opção de contratar um instrutor autônomo.,2025-10-04 22:20:01.946949
410,1,53,Dono de auto escola foi detectado kkkk,2026-02-09 21:45:56.109669
411,1,41,"@jmichelcombr Dono de auto escola nada, sou vítima de acidente provocado por quem não respeita as leis de trânsito.",2025-04-26 00:51:33.153135
412,1,573,Vamos pra cima.,2026-03-06 13:10:41.040039
413,1,341,"Somente para os processos novos, infelizmente.",2026-01-24 06:33:01.646439
414,1,217,Vc tá Loko? Teu veículo tem adaptação de pedal? Se vc errar quem breca?,2025-03-26 14:24:40.904017
415,1,121,"Tbm gostaria de saber, meu prazo é até março. Será q vale pra quem já está em processo essa questão de não ter mais prazo de 1 ano?",2025-06-25 17:52:35.044187
