tema,video_id,comentario,likes,autor,fonte
Novas regras CNH,UZpv03WjizA,"por qual motivo, exatamente?",0,@robertosilveira9588,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Já é. Aqui na minha cidade tem até as vacas andando na rua...,0,@roqueoliveira4527,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,sempre existiu gente aprendendo assim... diz aí em qual estado viu um número significativo de acidente por esse motivo,0,@robertosilveira9588,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Ser já dirigem cem Carteira agora que ninguém vai tira mesmo,0,@EderLisboa,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Pegaaaaa!,0,@melyssaaraujo4486,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Já tem tanto incompetente dirigindo, agora é que vai piorar mais. Deveria é aumentar as exigências e o valor e fiscalizações para coibir os infratores.",0,@DaniloLyu,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Vou querer meu reembolso então pq fui roubado no passado quero de volta,0,@msagrojuntosemisturado8521,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Eu renovei pra 10 anos 6 anos de habilitação e nenhuma infração até o momento,3,@leonardotromcarvalho8412,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Kk o golpe está aí já está eleito o nove dedo 😂😂,0,@msagrojuntosemisturado8521,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Sera que vale para moto?,0,@ellencristina3291,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,o2 horas para aprender a dirigir - que mentira!!!!!!!!!!!!!,0,@rodrigogontijo1971,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Projeto de KIM KATAGUIRI  
.

💯💯💯💯💯💯",0,@Newton-o6s,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Época de eleição na porta ano que vem corta tudo !!,1,@andersonrodrigues9358,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Pow... Esse governo tá acertando demais. Que isso. 😅,2,@EduardoGomes-mw9wp,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Renan Filho é o cara. Não conhecia, mas agora dou valor. Essa mudança é extremamente bem-vinda",4,@evr.7123,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Te amo Lula ❤❤❤❤❤❤,2,@marciocontroles,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Graças a Deus acabou a máfia das auto escola 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,2,@marciocontroles,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Lula até 2050 ❤❤❤❤❤❤❤,4,@marciocontroles,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Tá bom de mais... Sei não viu, espero que continue assim",4,@moisesaraujo3801,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Até parece q. Não já matam😅,0,@AnaMaria-tr8zk,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Acidente já e o q. Mais tem ,😅",0,@AnaMaria-tr8zk,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"O já tem gente bêbada matando pedestre por aí, gente drogado passando com tudo na faixa ,sem pensar no pedestre, motoqueiro loco nas ruas se a gente andando não prestar atençao morremos por esses malucos na hora da carteira viram santo depois não tem educaçao nas vias  q. Adianta carteira pra esses demônios não tá nem aí,pra nada,",3,@AnaMaria-tr8zk,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Depois,Espere algum golpe!!!!! Porque não existe coisa boa desses Quadrilheiros!!!!!!!Eles não faz nada pensando no cidadãos!!!!!!!!!",1,@jerryborges6286,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"e o que ser ""incopetente"" tem a ver com ter passado ou não por uma auto escola?",0,@robertosilveira9588,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"sim, para A e B",0,@robertosilveira9588,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,projeto de katia abreu,0,@robertosilveira9588,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"não tem como ""cortar"" uma resolução do nada",0,@robertosilveira9588,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Bizarro vc ser cego assim,0,@LUKINGBR,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"​ @LUKINGBR sem lados ideológicos. Vamos aos fatos. Isenção de IR para quem ganha até 5.000, baratear a CNH em até 80%, desemprego no mínimo histórico. Obviamente que não está perfeito. Mas vejo muito mais acertos do que erros no governo, apesar do pior congresso da história. Infelizmente estamos numa sociedade polarizada. Mas quem tiver honestidade intelectual vai conseguir enxergar os avanços.",1,@EduardoGomes-mw9wp,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Só falta os créditos irem pro lula kkkk, o pt governando o país a anos e não fez nada, agora que o Kim fez o projeto o ladrão do lula fica com os créditos.",0,@TiagoS577,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,é um bandido igual ao pai.,0,@rodrigogontijo1971,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"pois é, porque auto escola é irrelevante pra essa questão",0,@robertosilveira9588,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Boa noite a todos tem  que acabar com o exame da ordem OAB que é uma instituição que não existe que arrecada milhões por ano destruído sonhos um aluno de direito fica 5 anos na faculdade pagando mensalidade cara com um empréstimo no FIES e depois da formatura recebe o diploma reconhecido pelo MEC  e não passa no maldito exame de ordem  e depois fica desempregado com uma dívida no FIES e com problemas mentais muitos se suicidou-se por causa da OAB e fica com o diploma na gaveta sem poder trabalhar agora tem ANAB que existe de verdade e vai libertar os formandos em direito em advogados sem fazer o Exame da ordem dando a oportunidade para todos,2,@ricardogaldino6137,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Sim é uma boa , mas se deve ter mais rigor com o motorista que usar o veículo como arma , e dirigir alcoolizado.",1,@JONASFORADABALEIA,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Bolsa CNH,0,@josealberto3500,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Até que fim notícia boa 😮,3,@GustavoRomulo-o7q,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Judiaria as pessoas que pagaram uma fortuna não poder aproveitar as etapas já feitas e pagas.,2,@andremartyns,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Fazuelii,0,@tehito10,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Roubaram o projeto do deputado kim kataguiri e fizeram por meio de resolução, o importante é funcionar. Nosa eua vc tira cnh em 2 semanas kkkkk",1,@Wma5000,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Aí é loucura , o que vai ter de acidente não é brincadeira",0,@samueldarley9557,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Vitória para povo,1,@wilnermanga6628,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,😅😅😅😅 kkkkk,0,@JoabydeAraújo,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Projeto de lei do KIM KATAGUIRI. O LULA TENTOU BARRAR, MAS DEPOIS QUE APROVARAM AI ELE DECIDIU APOIAR",0,@FelipeMelo-eg5nf,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Excelentes mudanças. Até que enfim algo útil desse governo.,6,@froc3519,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,E como saber se a pessoa é credenciado pelo Detran ?,0,@MAYCONLIMAPRO,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Se depender do Prefeito de Caruaru-PE senhor Rodrigo Pinheiro será impossivel passar 1 ano sem levar multa aqui, a máquina gira rápido, esse ano vai bater outro recorde de arrecadação em multas, ta surreal!",0,@edsonrsf1,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Um pergunta: O processo pode ser feito em carro automático, mas como os estados vão receber isso? Hoje, usamos o manual, que as autoescolas nos oferecem e temos que fazer um monte de controle de embreagem ( pelo menos em Minas é assim), na prática, no dia do exame, vou poder usar o carro automático? Se for assim, vai ser maravilhoso.",1,@joaopaulorudgepereiraarnau6503,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"QUE INRRESPONSABILIDADE DO LULA QUE DESTRUIU O BRASIL AGORA VAI MANDAR PARA AS RUAS DE TODO O BRASIL MILHOES DE MOTORISTAS SEM NENHUM PREPARO ESTARAO NAS BR,S NAS ESTRADAS MORRENDO OU MATANDO MILHARES DE FAMILIAS EM ACIDENTES . QUANDO 20 AULAS JA ERAM POUCAS PARA CAPACITAR UM JOVEN DO PERIGO QUE E UMA DIREÇAO . E COMO DAR UMA ARMA A QUEM NUMCA ATIROU E MANDAR IR PARA GUERRA  VAI MATAR SUA TROPA E A SI MESMO . BEM O POVO VOTOU NO LULA SE UM DIA CHORAREM POR ALGUM ENTE QUERIDO MORTO NO TRANSITO LEMBRA QUE VOTOU NO LULA.",2,@belegil1980,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Jogando milho,2,@hyagolucindo,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Viva!❤❤❤❤,0,@Durga9,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Agora posso usar o carro automático para poder fazer a prova??,3,@canalternativo8239,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Por isso que eu fiz L,2,@elisonmaga2384,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,VCS QUEREM QUE ACABE COM TUDO.,0,@rodrigogontijo1971,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,reiniciarem,0,@rodrigogontijo1971,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,kim roubou o projeto da katia abreu,0,@robertosilveira9588,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,o mesmo tanto que hoje em dia,1,@robertosilveira9588,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Kkkkk,0,@mundicavarzealegrense1553,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,projeto de katia abreu,0,@robertosilveira9588,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"​ @robertosilveira9588 Negativo. Katia teve a ideia mas não fez nada concreto. Já o Kim Kataguiri protocolou o PL 4.474/2020 (isso mesmo, desde 2020). Se não dermos o devido crédito a quem faz os bons projetos, nunca iremos para frente com o país.",0,@FelipeMelo-eg5nf,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Tem o site que dá pra consultar os credenciados por município,0,@roqueoliveira4527,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA, @roqueoliveira4527  Não vão aceitar.,0,@rodrigogontijo1971,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"sim, poderá usar o carro próprio, manual ou não",1,@robertosilveira9588,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"​ @robertosilveira9588 Entendi, obrigado.",0,@joaopaulorudgepereiraarnau6503,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"se não tiver preparo não passa no exame, simples assim",0,@robertosilveira9588,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,sim,0,@robertosilveira9588,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Se Deus quiser agora tiro minha carteira de habilitação,0,@tiagogalvao2200,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Agora vai ter acidente de monte 😢,4,@leonardomarchezi6580,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Rapaziada eu estou Fazendo a CNH, eu estou no processo de marcar a prova teórica, o que acontece, eu paguei a primeira parcela de 1200, eu falei com a alto escola e disse que caso que quisesse a rescisão seria 30% da multa. Com essas novas leis e regra da CNH o que muda no meu caso? Obrigado!",0,@ouniversoaqui_oficial,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,E pra quem vai adicionar categoria essa medida é válida?,0,@queirozpereira8319,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,CNH do lula finamente está aqui TOMA que acha q biblia tá errada. fala aí ai no meu comentário 👍,0,@WellyssonBezerrra,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Lula 13❤,0,@carlos2014_YT,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Menos difícil......diferente de mais fácil......,0,@johnniedriver,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,auto escolao sr pode termina  a habilitacao em 3 a 6 meses mais eles n falam q nunca vao ter horario pra aulas e foras um monte de taxa q eles incluem,0,@mateustanaka-it8oy,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"O problema nao são as aulas práticas e sim a extorsão que fazem pra vc conseguir fazer a prova prática,  o tal quebra. O que torna a CNH mais cara é esse quebra, a corrupção",1,@CristianeZambelli-t7x,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,E vcs q jungam ja pensaram nos pais de familias quanto desemprego q vai ter e a recisao de contrato sera que vão receber?,0,@marcelobalkoski7359,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Agora eu tiro a minha no nome de Jesus Cristo,1,@JilvanSilva-w9k,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Especialista em segurança e nada da no mesmo,1,@neimarpereira1451,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Esqueceram de falar que o PT se apossou do projeto de lei do nosso querido Kim Kataguiri. Matéria super ""imparcial"".",0,@thiaguberlandia,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Querendo ganhar votos dos adolescentes 😂,0,@cantormanoelcamargo6647,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Parabéns só não falaram

Instrutor autônomo e obrigado a emitir nota fiscal ou recibo

Se não e crime fiscal 

Aluno peça nota ou comprovante de pagamento ao profissional que se isso titula professor.


Tomem cuidado com os oportunistas , tarados e.pilantras que sumiram com a grana de alguns

Bem vindo ao mundo dos votos

Peça NOTA FISCAL SEMPRE


NOTA OU RECIBO DO SERVICO

PORTANTO TODO AUTONOMO SERA MEI OU MICROMPREENDOR.. ETC",0,@valentinirafael,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,MEU DEUS....,0,@miguelilidio9629,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Parabéns meu presidente ótimo trabalho.,1,@roger29466,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Esses movimento poderá atender vários pontos de dirigindo ao mesmo tempo teremos também umas palestra de coincidente de do cuidado de dirigir a com saúde boa porquê esses motoristas tendem mortes subta como o motoristas de Maurício e mauri cantores morrem por saúde em estrada 🛣 deveriam está atentos,1,@NilvaMoura-y3r,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,ESTA REEEEELEEEITOOOOOO,0,@julianagiampietro,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Roubou na cara dura o projeto que já estava em andamento na Câmara de Deputados de autoria de Kim Kataguiri, fazendo um decreto, pois sabe que é bom o projeto.. É ladrão até nessas horas, impressionante.",0,@Samuka2D,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,o mesmo tanto que hoje em dia,0,@robertosilveira9588,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,não.Tem de fazer AUTOESCOLA.,0,@rodrigogontijo1971,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"ninguém se importa com emprego de máfias, e se não fizer parte de uma, é só virar autônomo",0,@robertosilveira9588,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,esqueceu de falar que o kim se apossou do projeto da katia abreu,0,@robertosilveira9588,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,do mesmo jeito que o kim roubou o da katia abreu?,0,@robertosilveira9588,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,​ @robertosilveira9588 qual da Kátia ?,0,@Samuka2D,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Muito bom meu presidente 🎉🎉🎉🎉,1,@canalvidadospassaros5201,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"SANGUESSUGAS DAS AUTO ESCOLAS PARA DE ROUBAR O POVO, CHEGA DE PAGAR QUEBRAS kkkkkkkkk",0,@andersonbarbosa9803,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"SANGUESSUGAS DAS AUTO ESCOLAS PARA DE ROUBAR O POVO, CHEGA DE PAGAR QUEBRAS kkkkkkkkk",1,@andersonbarbosa9803,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Pelo menos uma boa coisa,2,@LucasOliveiraBatista-s5r,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Acabou a máfia 🙏🏼,6,@davidlima9589,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Pra quem tá incomodado com o projeto, basta cobrar novas politicas de conscientização no transito (o bom é que ensina tanto novos quanto antigos condutores), ter aulas OBRIGATÓRIAS não necessáriamente torna motoristas mais EDUCADOS E CONSCIENTES no transito. espero que pessoas de QI negativo consigam entender minha mensagem.",0,@sernaldovictor8180,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Parabéns meu presidente.  Isso mesmo.,1,@democracy9722,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Lembrando que Lula vetou e o veto caiu😂, anunciam como se ele fosse a favor desde o início 🤡",0,@henriquemedeiros2885,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"RESOLUÇÃO NÃO É LEI...
Tenho plena certeza que não será aprovado!",0,@elpatron5873,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Muito bom excelente notícia,0,@ludianeshephane203,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"O Kim até sonhou com isso lá em 2020, mas quem fez acontecer de verdade foi o governo Lula com o Ministério dos Transportes e o CONTRAN. Tem gente que tenta pegar carona até em projeto que não aprovou 😂🚗",0,@Alberto-404,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Pronto taí aí o que o lula fez pro  país aí não sei se e bom ou ruim,0,@Vinci_OFC,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,❤❤❤🎉lula4,0,@Ariel24-z6i,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Primeiro acerto do governo,1,@rogermagno1932,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Se tirando carteira dentro dos padrões imaginam agora ... sem contar que as seguradoras irão deitar e rolar..,0,@h.lucios.8749,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Concordo muito caro,só q 2 alas para quem não tem platica alguma ou seja nunca pegou uma direção, é bastante comprido vai ficar muito perigoso",1,@gilbertorodrigues6793,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Agora sim! Chega de tanta burocracia pra tirar uma CNH 🚗📄 Em 2026 é L de Lula de novo ✌ pelo bem do Brasil e de todos nós, brasileiros! 🇧🇷💚💛",0,@Alberto-404,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Agora é o seguinte, ficou acessível pra tirar. Por outra via quem for pego dirigindo sem deve ser punido com mais rigor",0,@danielsouza8040,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"isso tudo graças ao Kim Kataguiri,foi ele que fez esse prijeto,que o Lula tomou pra si",0,@rozenildoantoniodasilva5491,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Máximo respeito ao Lula! 🫡🇧🇷👏🏼,2,@thiagotisc,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"está confundindo os assuntos, amigo",0,@robertosilveira9588,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Será uma MP!,0,@luanaalmeida4524,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"já foi aprovado mesmo, só falta a publicação",0,@robertosilveira9588,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,PRIMEIRO? kkkkk e a isenção do imposto de renda para quem ganha até 5 mil reais?,0,@EdAlk,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Terá que passar pelas mesmas provas...,0,@RotasdoSertao,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,😂😂😂,0,@GSSM_21,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"isso tudo graças a katia abreu, foi ela quem fez e o kim tentou tomar pra ele",0,@robertosilveira9588,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"To sem entender, a pessoa vai ter que pagar a auto escola? Só não vai fazer a aula né fica opcional no caso",1,@Antonio3610r,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"O inominável poderia ter aprovado, já que o projeto do Kim Kataguiri é de 2020. Não aprovou por que não era bom para seus amiguinhos de Autoescola. Agora as máfias vão penar. Que venha um projeto pra acabar com as máfias do cartório.",1,@DanielaDelfino-jw5us,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Que Deus abençoe o ministro dos transportes agora sim eu e milhões de pessoas vamos conseguir a nossa habilitação,1,@igorsilvaoficial7325,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"""se o transito já era ruim imagina agora mimimi""
Todo mundo sabe que auto escola não ensina ninguém a dirigir, oque faz um bom motorista é respeito e carater.",1,@frankabnale9339,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Não sei se será bom ou ruim! Mas que deveria ser reformulada deveria! A pergunta é uma pessoa que tirar carteira em veículo automático poderá dirigir um veiculo manual?,0,@Samüråí_BR27,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Carro Básico : 64 mil 
Gasolina comum : 7,00 Reais 
IPVA mais barato : 1.300
Licenciamento: 100 pra mais ... 
😂 Parabéns 🎈👏 Acabou o problema não é ?",3,@D410308,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Deveriam exigir carga mínima sobre educação no trânsito!,1,@multiplossaberes8656,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Eu paguei uma fortuna pra tirar a minha, fora as artimanhas pra dificultar passarmos nas provas🤦🏻‍♂️",93,@LorenaFigueiredo-j8q,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Lembrando que isso não é projeto do Lula,e sim projeto antigo do Bolsonaro,Lula nunca quiz , está decretando agora por causa das eleições ano que vem",0,@sarasouza6144,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Valeu Kim japinha❤,4,@RachelPazBrasil,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Boa tarde. Eu apóio a medida, mas é uma resolução não é lei.  Sendo realista, poderá ter lobby e político se vendendo pra autoescola pra derrubar essa resolução.",0,@m.aureliolima7367,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Os caras têm a coragem de dizer que pode aumentar os acidentes 🤣
Como se alguma autoescola fosse capaz de preparar alguém para o trânsito real",71,@jvn-1337,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Que Deus nos proteja no trânsito 🚦🚥,1,@mateuspaixao5514,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"O povo brasileiro sempre gostou de migalha e cortina de fumaça... Enquanto um lado recebe milho, o outro desvia bilhões de reais. Quase esqueci os 4,9 bilhões de Fundo Eleitoral para os políticos usarem em suas campanhas.",0,@ViniciosNDs,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Finalmente uma notícia boa,15,@IGKful,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"O preço nas Auto Escolas estava abusivo,  mas não dá pra simplificar demais e entregar a carteira pra quem não tem condições de dirigir.  É correto facilitar a renovação pra bons condutores e dificultar pra quem não respeita as leis.  Tambem tem que observar quem vive na boleia pra sobreviver e quem sai 1, 2 vezes por mês com o carro, não é justo os dois terem as mesmas regras.",0,@marciomiracardoso4470,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Obrigado deputado KIM KATAGUIRE pelo projeto 🙏,1,@JorgeD_DNascimento,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Ano que vem é eleição né... 
O que o governo fez? 
Fácilitou cnh e vai tirar imposto de importação que foi ele mesmo que colocou",1,@tailung5679,https://www.youtube.com/watch?v=UZpv03WjizA
